"id","genre","artist_name","energy","mood_vec","track_name","valence"
"5cv4xpnhCTthBPgViRIzen","dub","Borgore","0.926","[{""N"":""0.04""},{""N"":""0.926""}]","Wild Out (feat. Waka Flocka Flame & Paige)","0.04"
"5jF95n4H4x0ELHndEN8ajM","singer-songwriter","Secret Suburbia","0.196","[{""N"":""0.0755""},{""N"":""0.196""}]","Boat","0.0755"
"3EUl8M6SzxZl03NPkB8mUd","honky-tonk","Brooks & Dunn","0.632","[{""N"":""0.458""},{""N"":""0.632""}]","Neon Moon","0.458"
"0mALPQNavdJFrhePN6l9Va","turkish","Kenan Doğulu","0.589","[{""N"":""0.275""},{""N"":""0.589""}]","Bal Gibi","0.275"
"4MzGM692jKGkNSQ7qzeTaJ","indie-pop","The Black Keys","0.674","[{""N"":""0.743""},{""N"":""0.674""}]","Fever","0.743"
"47VueTChrhOjNaJTOzaskN","latino","Shakira","0.73","[{""N"":""0.616""},{""N"":""0.73""}]","Dare (La La La)","0.616"
"4Qrxdjj3nFhjrqcnUU5r6a","dance","Years & Years","0.716","[{""N"":""0.493""},{""N"":""0.716""}]","Shine","0.493"
"4ekIN5y0uDTczQEHWO2ZNZ","punk-rock","Sum 41","0.902","[{""N"":""0.375""},{""N"":""0.902""}]","Speak Of The Devil","0.375"
"31M5m42C3EGlbydf9XB5to","latin","Leslie Grace","0.721","[{""N"":""0.618""},{""N"":""0.721""}]","Duro y Suave","0.618"
"0DyeiVFwnfAvfyUGdu5l9q","house","Nicky Romero","0.98","[{""N"":""0.0842""},{""N"":""0.98""}]","WTF!? (Original Mix)","0.0842"
"13lH72n1QZTpTNCIyztfRn","trip-hop","Morcheeba","0.723","[{""N"":""0.717""},{""N"":""0.723""}]","Love Is Rare","0.717"
"0GbvcikHO2eLBEGPiGnJlH","idm","Four Tet","0.798","[{""N"":""0.0848""},{""N"":""0.798""}]","Love Cry","0.0848"
"5y2KMaT44umaDJWXJHcYjN","show-tunes","Les Misérables - 10th Anniversary Concert Cast","0.368","[{""N"":""0.584""},{""N"":""0.368""}]","Do You Hear the People Sing?","0.584"
"36jRiqbaaTdKZrQ1CdarSS","industrial","Skinny Puppy","0.851","[{""N"":""0.492""},{""N"":""0.851""}]","Grave Wisdom","0.492"
"3FsYJSsJ9jmWoX9qOSCqDY","singer-songwriter","Ryan Adams","0.212","[{""N"":""0.173""},{""N"":""0.212""}]","Save Me","0.173"
"4mehqnPYfwRGEjDBHkIDG2","world-music","Augustus Pablo","0.561","[{""N"":""0.708""},{""N"":""0.561""}]","Jah Light Version","0.708"
"41mxwoVT3EN4keZOHH7m7U","indie-pop","alt-J","0.707","[{""N"":""0.515""},{""N"":""0.707""}]","Every Other Freckle","0.515"
"4cK52WJ9gD5M3VrJoZvhaN","idm","Boards of Canada","0.709","[{""N"":""0.0983""},{""N"":""0.709""}]","Hi Scores","0.0983"
"55OtPJPtxxoWTzuiPX9VPl","hardstyle","Various Artists","0.797","[{""N"":""0.332""},{""N"":""0.797""}]","Payback - Testmix 3","0.332"
"49GZ8otSl2kHXT7Bc1Q6s0","emo","Rainer Maria","0.739","[{""N"":""0.266""},{""N"":""0.739""}]","Artificial Light","0.266"
"66KenbX326A4R52A2VFcbf","detroit-techno","Moodymann","0.732","[{""N"":""0.844""},{""N"":""0.732""}]","I Got Werk","0.844"
"1IdTIzkTK6CcpKKgMUGbg7","singer-songwriter","John Mayer","0.478","[{""N"":""0.803""},{""N"":""0.478""}]","Vultures","0.803"
"4Pl8ViAolRF4rK8QBMhKd9","chill","Bob Marley & The Wailers","0.259","[{""N"":""0.698""},{""N"":""0.259""}]","Redemption Song","0.698"
"6ICb2Ew5SwF4gLk23OvYjB","r-n-b","Eric Bellinger","0.344","[{""N"":""0.197""},{""N"":""0.344""}]","Imagination","0.197"
"09PdwDsPVE0Aa8YtWUmF6I","opera","Luciano Pavarotti","0.147","[{""N"":""0.0668""},{""N"":""0.147""}]","""La Bohème / Act 1: """"Che gelida manina"""" - Live""","0.0668"
"60JnGRKcnHwsBCR6bkaXdM","metalcore","For Today","0.882","[{""N"":""0.147""},{""N"":""0.882""}]","Immortal","0.147"
"53Pgsvu3qSYO2aXt5J2vcL","singer-songwriter","Ed Sheeran","0.637","[{""N"":""0.565""},{""N"":""0.637""}]","Lego House","0.565"
"20pFafvkSO7x2rOlA5Cf3y","r-n-b","Summer Walker","0.369","[{""N"":""0.141""},{""N"":""0.369""}]","CPR","0.141"
"7xoBJ4hih949Jeu5ZfzBai","country","Joe Nichols","0.9","[{""N"":""0.675""},{""N"":""0.9""}]","Gimmie That Girl","0.675"
"2XStsBSoC87ERBmPllJlnA","heavy-metal","Sonata Arctica","0.937","[{""N"":""0.26""},{""N"":""0.937""}]","Fullmoon","0.26"
"0HewdQ1l9bckQXPfIO3CYH","study","Hans Zimmer","0.444","[{""N"":""0.161""},{""N"":""0.444""}]","Drink Up Me Hearties Yo Ho","0.161"
"2qeESyQyH7MRHCBotCQsNq","synth-pop","Duran Duran","0.888","[{""N"":""0.605""},{""N"":""0.888""}]","Hungry Like the Wolf","0.605"
"7Jo2QpFmpm6nT5HYvSn3yE","rainy-day","Simple Minds","0.877","[{""N"":""0.63""},{""N"":""0.877""}]","White Hot Day - Remastered 2002","0.63"
"688iWTzQ8rf7P4mKU9UJSr","alt-rock","Archers Of Loaf","0.797","[{""N"":""0.942""},{""N"":""0.797""}]","Web In Front","0.942"
"1yAldIvjyQQ6gU5TMNTJNo","indie","LCD Soundsystem","0.787","[{""N"":""0.839""},{""N"":""0.787""}]","tonite","0.839"
"1yvXznlX2NQbBfg1br0zOb","hardstyle","The Prophet","0.956","[{""N"":""0.249""},{""N"":""0.956""}]","Reputation Game","0.249"
"1EUppC8KjHBgyLKb06OlA1","jazz","John Basile-John Abercrombie","0.126","[{""N"":""0.318""},{""N"":""0.126""}]","Short Cut","0.318"
"6cJLfIqwh0tCKRjYM3WpZ5","latino","Prince Royce","0.711","[{""N"":""0.817""},{""N"":""0.711""}]","Darte un Beso","0.817"
"6zwUw48YOZL1CE8toS0WGN","chill","The xx","0.0749","[{""N"":""0.0345""},{""N"":""0.0749""}]","Fantasy","0.0345"
"1aKWa7Y8QY1wUlmmyYoAeQ","movies","Various Artists","0.28","[{""N"":""0.538""},{""N"":""0.28""}]","""You've Got a Friend in Me - From """"Toy Story""""/Soundtrack Version""","0.538"
"44cHg0JIrS144r7qLupD9o","new-release","Tori Kelly","0.527","[{""N"":""0.351""},{""N"":""0.527""}]","Hollow","0.351"
"2SF8jsXWfY7mqQmUjgtmTd","j-pop","Swimy","0.836","[{""N"":""0.613""},{""N"":""0.836""}]","アナタキミ","0.613"
"2t7cvARxYOCO5V14VB8g00","mpb","TIAGO IORC","0.549","[{""N"":""0.312""},{""N"":""0.549""}]","Skin Deep","0.312"
"2NozabWHL5ZdFpGwRLD7rj","disney","Various Artists","0.946","[{""N"":""0.749""},{""N"":""0.946""}]","""Who Will I Be - From """"Camp Rock""""/Soundtrack Version""","0.749"
"7xNJfilh40oaM5IIiIg1Bk","indian","Atif Aslam","0.458","[{""N"":""0.335""},{""N"":""0.458""}]","Kuch Is Tarah","0.335"
"1rmsuH2vsyPI0pHdbuY12Q","goth","Evanescence","0.902","[{""N"":""0.395""},{""N"":""0.902""}]","The Change","0.395"
"6KEpmIwCSjkcmxPxgV57FV","new-age","Vangelis","0.41","[{""N"":""0.211""},{""N"":""0.41""}]","Pulstar - Audio","0.211"
"3FvrHJH1p0bQ7eeXlvjVfc","edm","Various Artists","0.825","[{""N"":""0.422""},{""N"":""0.825""}]","Raise Your Weapon - Madeon Extended Remix","0.422"
"1wsnCfewxZlCs7cJxkaMZM","rock","Queens of the Stone Age","0.843","[{""N"":""0.433""},{""N"":""0.843""}]","The Way You Used to Do","0.433"
"46w1ml4abB2PyMbrsD9n7L","samba","Samba De Raiz","0.721","[{""N"":""0.96""},{""N"":""0.721""}]","Sentimento de Posse - Ao Vivo","0.96"
"1vQ92830bxiBcIhpUj4qrn","techno","deadmau5","0.759","[{""N"":""0.485""},{""N"":""0.759""}]","The Veldt - Radio Edit","0.485"
"1NOOznuI598ZjWHgN7r5Rm","hardcore","Germs","0.889","[{""N"":""0.853""},{""N"":""0.889""}]","Communist Eyes","0.853"
"2llzNTOvPi4dTykt38GuwT","bluegrass","Pickin' On Series","0.551","[{""N"":""0.798""},{""N"":""0.551""}]","This Is a Call","0.798"
"5FWt4kjAGU6nKAVIRh14Hx","turkish","Sıla","0.747","[{""N"":""0.643""},{""N"":""0.747""}]","Sevişmeden Uyumayalım","0.643"
"28s045CNT8KmZ5Ghkm3N4J","malay","Various Artists","0.768","[{""N"":""0.341""},{""N"":""0.768""}]","Dua Insan Bercinta","0.341"
"38UXdVUPvx0dHbrotdg3Bl","punk","Sham 69","0.918","[{""N"":""0.719""},{""N"":""0.918""}]","Hurry Up Harry","0.719"
"6M6UoxIPn4NOWW0x7JPRfv","indie-pop","Peter Bjorn and John","0.815","[{""N"":""0.671""},{""N"":""0.815""}]","Young Folks","0.671"
"3Dc2TGuVxMBbXSAiXz963l","bluegrass","Carolina Chocolate Drops","0.149","[{""N"":""0.598""},{""N"":""0.149""}]","Kerr's Negro Jig","0.598"
"2A7ZZ1tjaluKYMlT3ItSfN","dub","Pendulum","0.969","[{""N"":""0.218""},{""N"":""0.969""}]","Witchcraft","0.218"
"40qSFV6TIvL46ZUlsZnpih","metal-misc","Northlane","0.907","[{""N"":""0.264""},{""N"":""0.907""}]","Quantum Flux","0.264"
"3QmesrvdbPjwf7i40nht1D","sad","Foo Fighters","0.344","[{""N"":""0.547""},{""N"":""0.344""}]","Everlong - Acoustic Version","0.547"
"2lnzGkdtDj5mtlcOW2yRtG","spanish","Shakira","0.832","[{""N"":""0.871""},{""N"":""0.832""}]","""Whenever, Wherever""","0.871"
"4suvGnKg3knQlN6SSvuF0u","j-rock","Creep Hyp","0.724","[{""N"":""0.855""},{""N"":""0.724""}]","破花","0.855"
"5ZNth4o3YvTIMs9KWltgFh","trip-hop","Portishead","0.46","[{""N"":""0.236""},{""N"":""0.46""}]","Numb","0.236"
"162DDQ7FRP0b9qi1qHBKxd","opera","Giuseppe Verdi","0.0644","[{""N"":""0.325""},{""N"":""0.0644""}]","La traviata: Act II: Lunge da lei per me non v'ha diletto!","0.325"
"6khhPhXrgKhAaovnUHVual","j-rock","Ghostnote","0.832","[{""N"":""0.393""},{""N"":""0.832""}]","Red","0.393"
"4xa4y4zgxH2jEBfl5dG1EK","mandopop","鄭智化","0.322","[{""N"":""0.443""},{""N"":""0.322""}]","別哭我最愛的人","0.443"
"7x20tLr5IorTAD1AuzihqA","j-idol","Prizmmy☆","0.974","[{""N"":""0.793""},{""N"":""0.974""}]","NEO UNIVERSE - Instrumental","0.793"
"2pCEaJskwTTp7omAyUKvR0","industrial","Revolting Cocks","0.779","[{""N"":""0.496""},{""N"":""0.779""}]","Da Ya Think I'm Sexy?","0.496"
"0YSwhpumhEBEpkH3nSTc26","honky-tonk","Rodney Atkins","0.9","[{""N"":""0.78""},{""N"":""0.9""}]","If You're Going Through Hell (Before The Devil Even Knows)","0.78"
"3K55M4rEM3sildFmIMYr0J","cantopop","Cass Phang","0.833","[{""N"":""0.791""},{""N"":""0.833""}]","給我愛過的男孩們","0.791"
"4XWnHzCRfRjaHRsTNeh3WR","country","Carrie Underwood","0.865","[{""N"":""0.325""},{""N"":""0.865""}]","Love Wins","0.325"
"4jE1brEhrYY6ZldRRjUsrL","psych-rock","Tame Impala","0.894","[{""N"":""0.428""},{""N"":""0.894""}]","It Is Not Meant To Be","0.428"
"3zOQWyluIZvKZeZ3sXBk1v","mpb","Ana Cañas","0.528","[{""N"":""0.85""},{""N"":""0.528""}]","Difícil","0.85"
"2Eds5hWb1ABDkii1XFTe3R","bluegrass","Yonder Mountain String Band","0.617","[{""N"":""0.696""},{""N"":""0.617""}]","Different Day","0.696"
"4vxjNphyAqPGR8KpuXPGoi","german","Beginner","0.556","[{""N"":""0.599""},{""N"":""0.556""}]","Füchse","0.599"
"4wGkdIQNXys4YuJngIQ4WT","k-pop","Johan Kim","0.551","[{""N"":""0.225""},{""N"":""0.551""}]","그대 나만큼은","0.225"
"3ChbhkvPElStqO8Rp44yYR","mpb","Djavan","0.508","[{""N"":""0.717""},{""N"":""0.508""}]","Já Não Somos Dois","0.717"
"65jrjEhWfAvysKfnojk1i0","soul","The Drifters","0.226","[{""N"":""0.778""},{""N"":""0.226""}]","Under the Boardwalk","0.778"
"6rvo2EAdn5U47Nn9kWhLpz","road-trip","Childish Gambino","0.558","[{""N"":""0.368""},{""N"":""0.558""}]","Heartbeat","0.368"
"5VGlqQANWDKJFl0MBG3sg2","indie-pop","Kings of Leon","0.715","[{""N"":""0.173""},{""N"":""0.715""}]","Use Somebody","0.173"
"7zIVF097Fpj7cAPAKr2OZV","k-pop","V.A","0.789","[{""N"":""0.784""},{""N"":""0.789""}]","Don't Cry (Feat. 라이노)","0.784"
"5hc71nKsUgtwQ3z52KEKQk","pop","The 1975","0.788","[{""N"":""0.472""},{""N"":""0.788""}]","Somebody Else","0.472"
"4shTcOzmFKyGg52KE72nCz","philippines-opm","Various Artists","0.608","[{""N"":""0.438""},{""N"":""0.608""}]","Minsan","0.438"
"2Tj0H7oBvfJgftjkCRoo5P","grindcore","Napalm Death","0.988","[{""N"":""0.146""},{""N"":""0.988""}]","Eyes Right Out","0.146"
"2YebQoW1o4ocz0ng393yVl","j-pop","Che'Nelle","0.877","[{""N"":""0.717""},{""N"":""0.877""}]","クリスタルズ・オブ・ラヴ","0.717"
"07q6QTQXyPRCf7GbLakRPr","guitar","Foo Fighters","0.867","[{""N"":""0.36""},{""N"":""0.867""}]","Everlong","0.36"
"2Bf8CoBhV8kDpQju55Tuha","ska","Buck-O-Nine","0.994","[{""N"":""0.6""},{""N"":""0.994""}]","My Town","0.6"
"63FmCXIc4lmEq9fNqGkQ57","idm","Burial","0.849","[{""N"":""0.521""},{""N"":""0.849""}]","Archangel","0.521"
"2izoqbHZCGaoFOO8vcc1hK","acoustic","Alex G","0.737","[{""N"":""0.741""},{""N"":""0.737""}]","Boyfriend","0.741"
"1jlKdNbOA90rjnt88GJnwO","latino","Calle 13","0.538","[{""N"":""0.779""},{""N"":""0.538""}]","La Vuelta Al Mundo","0.779"
"3c6afiysmB7OnxQzzSqRfD","r-n-b","Tamia","0.479","[{""N"":""0.708""},{""N"":""0.479""}]","So Into You","0.708"
"3lZpRrikvXTFli0qyU7Q9q","breakbeat","Various Artists","0.798","[{""N"":""0.764""},{""N"":""0.798""}]","Rappers Delight","0.764"
"4uhvMW7ly7tJil31YYscAN","hip-hop","Lil Uzi Vert","0.609","[{""N"":""0.718""},{""N"":""0.609""}]","Erase Your Social","0.718"
"5g4P665fVHpH1aqtJJ0wSJ","dub","Various Artists","0.949","[{""N"":""0.605""},{""N"":""0.949""}]","Moon - Dust (Dubstep Remix)","0.605"
"1JyHSr0v68gS6z7AO76W5t","samba","Seu Jorge","0.535","[{""N"":""0.361""},{""N"":""0.535""}]","Bem Querer","0.361"
"0bI4V8H3eFSiDd3vUELTxE","chicago-house","Various Artists","0.689","[{""N"":""0.508""},{""N"":""0.689""}]","Rock To The Beat","0.508"
"6SKwQghsR8AISlxhcwyA9R","happy","Bruno Mars","0.82","[{""N"":""0.452""},{""N"":""0.82""}]","Marry You","0.452"
"3RVg6RZvfOLrw4pqjVNbQr","hard-rock","Sabaton","0.849","[{""N"":""0.305""},{""N"":""0.849""}]","To Hell and Back","0.305"
"2z8YnF6wRLwMhq0YQSEY78","death-metal","At The Gates","0.481","[{""N"":""0.0734""},{""N"":""0.481""}]","The Flames Of The End","0.0734"
"6vvYOBxKmCvUSEQgxdZiAq","happy","The Cardigans","0.688","[{""N"":""0.937""},{""N"":""0.688""}]","Lovefool - Radio Edit","0.937"
"4xxB8QUtn8rF4Z2yaRICqp","rock-n-roll","Mark Knopfler","0.96","[{""N"":""0.772""},{""N"":""0.96""}]","Walk Of Life","0.772"
"5wO5HcABWFok5cvbqmP4QL","emo","Black Veil Brides","0.954","[{""N"":""0.416""},{""N"":""0.954""}]","Devil's Choir","0.416"
"35Dh7WSf3vVJZ5UYPuXlxk","reggae","Various Artists","0.635","[{""N"":""0.929""},{""N"":""0.635""}]","bike back","0.929"
"0Zmh2qNCwg9x0RKeckuJBI","black-metal","Darkthrone","0.821","[{""N"":""0.259""},{""N"":""0.821""}]","Grave With a View","0.259"
"383QXk8nb2YrARMUwDdjQS","rock","Muse","0.883","[{""N"":""0.507""},{""N"":""0.883""}]","Psycho","0.507"
"3MXvKkKdCbDnJwbtuMB4Sh","hardcore","7 Seconds","0.955","[{""N"":""0.584""},{""N"":""0.955""}]","In Your Face","0.584"
"2u8MGAiS2hBVE7GZzTZLQI","happy","The Pointer Sisters","0.858","[{""N"":""0.692""},{""N"":""0.858""}]","I'm So Excited","0.692"
"5Og9VyCOfxmZCuv1UhIyxE","hardcore","Black Flag","0.784","[{""N"":""0.196""},{""N"":""0.784""}]","Six Pack","0.196"
"05f2UzcGwNrf8I3lOsDGlu","j-pop","MINMI","0.312","[{""N"":""0.756""},{""N"":""0.312""}]","ピンク帽子の“ドレミファソ”","0.756"
"3OiJdvf2lfiUNbUIAH5Va9","trance","PPK","0.901","[{""N"":""0.558""},{""N"":""0.901""}]","ResuRection (Radio Edit)","0.558"
"0DGi5JFnodXx03A0Vlj1L8","idm","Aphex Twin","0.891","[{""N"":""0.617""},{""N"":""0.891""}]","Girl/Boy - Redruth Mix","0.617"
"5W9OWL9fs1FnTVuVJpjOV4","party","Borgore","0.911","[{""N"":""0.558""},{""N"":""0.911""}]","Decisions","0.558"
"1HsrJe6vanjWx33x8asXQG","french","Various Artists","0.287","[{""N"":""0.122""},{""N"":""0.287""}]","Avec le temps","0.122"
"6H179fTdaQXT4QHnNxNX4D","ambient","Nils Frahm","0.0267","[{""N"":""0.219""},{""N"":""0.0267""}]","You","0.219"
"6UiLCFbytzvjO9U9gwEPPz","k-pop","Yoon Han","0.393","[{""N"":""0.272""},{""N"":""0.393""}]","그 사람이라서","0.272"
"3ljxbvpK92QKkNVZJwSdOh","british","Oasis","0.944","[{""N"":""0.276""},{""N"":""0.944""}]","Lyla","0.276"
"7JzamI5YSaHxi2VwVvSO5E","minimal-techno","Various Artists","0.722","[{""N"":""0.277""},{""N"":""0.722""}]","Black Rain - Gregor Tresher Remix","0.277"
"4B2jOTUZBnlrjLHK1ertFR","disco","Van Morrison","0.586","[{""N"":""0.899""},{""N"":""0.586""}]","Brown Eyed Girl","0.899"
"3RE6wbVJOxpE0CTTajuLPq","soul","Amy Winehouse","0.561","[{""N"":""0.541""},{""N"":""0.561""}]","Love Is A Losing Game","0.541"
"16SSMmF8U03Q1VlI7Gwqsp","deep-house","Various Artists","0.486","[{""N"":""0.173""},{""N"":""0.486""}]","Dreamland","0.173"
"2f0P7iELCvAlV8j6Z3rGDE","metal","Ted Nugent","0.711","[{""N"":""0.49""},{""N"":""0.711""}]","Stranglehold","0.49"
"6J6x0vNxjgYB4BgacMeO28","reggae","Wailing Souls","0.612","[{""N"":""0.923""},{""N"":""0.612""}]","Fire House Rock","0.923"
"1le5KVGTF1xWf2aUj7ruLy","happy","Colbie Caillat","0.834","[{""N"":""0.593""},{""N"":""0.834""}]","Fallin' For You","0.593"
"6kwpls8fknrSXrRHmFo3UE","cantopop","王若琪","0.495","[{""N"":""0.258""},{""N"":""0.495""}]","空床期","0.258"
"4YIaum6k5BCZ7JNNxzNQRb","j-idol","Team Syachihoko","0.881","[{""N"":""0.26""},{""N"":""0.881""}]","いいくらし","0.26"
"0wYVNC09iLBVIqHB07Hckt","club","ATB","0.878","[{""N"":""0.907""},{""N"":""0.878""}]","Ecstasy","0.907"
"25j0gLYyAdxbh0gphaSiOd","jazz","Matthew Halsall","0.314","[{""N"":""0.273""},{""N"":""0.314""}]","Tribute to Alice Coltrane","0.273"
"2cMTIlktg3M9mXYqCPqw1J","happy","Kelis","0.774","[{""N"":""0.759""},{""N"":""0.774""}]","Milkshake","0.759"
"2zA6QpLF7GIiggoBEOdPcV","bluegrass","Dan Tyminski","0.564","[{""N"":""0.836""},{""N"":""0.564""}]","It All Comes Down To You","0.836"
"7F8JbSCPBXm3IxMx2UMMhH","hard-rock","Survivor","0.599","[{""N"":""0.556""},{""N"":""0.599""}]","Eye of the Tiger","0.556"
"5Kbn22ECwQ3VT2YBDRpnR5","k-pop","부부(Booboo)","0.992","[{""N"":""0.479""},{""N"":""0.992""}]","Ryu's Reffusal","0.479"
"0cbjvKpGFY7UrazvtVQ9W6","turkish","Serdar Ortaç","0.901","[{""N"":""0.593""},{""N"":""0.901""}]","Mikrop","0.593"
"09ig9eT0ah9l6mqPukJC28","j-idol","Maneki Kecak","0.969","[{""N"":""0.396""},{""N"":""0.969""}]","SPLASH","0.396"
"2dS4msyWQOmGCXQiSPCdHB","deep-house","Eric Prydz","0.578","[{""N"":""0.262""},{""N"":""0.578""}]","Liberate - Lane 8 Remix","0.262"
"7abZZqdxmt369pf6VSHiy7","pop-film","Various Artists","0.848","[{""N"":""0.826""},{""N"":""0.848""}]","Jessie's Girl","0.826"
"7I6L0fPzcABUuwCI7Pz33S","hardstyle","D-Block & S-te-Fan","0.895","[{""N"":""0.317""},{""N"":""0.895""}]","Stronger","0.317"
"62261AoDt4ICk1HcKYgE2y","death-metal","Bolt Thrower","0.857","[{""N"":""0.165""},{""N"":""0.857""}]","Final Revelation","0.165"
"2YWT4D7AmTUkdJiFmOzfak","dubstep","Dubsidia","0.972","[{""N"":""0.657""},{""N"":""0.972""}]","Dont Tell It","0.657"
"2Sovh03ENcoG1RYGK2MPPo","children","Various Artists","0.217","[{""N"":""0.262""},{""N"":""0.217""}]","""Just Around the Riverbend - From """"Pocahontas"""" / Soundtrack Version""","0.262"
"69M7ZcGR8iI57HNOD3bvxM","latin","Lary Over","0.53","[{""N"":""0.383""},{""N"":""0.53""}]","Que Tengo Que Hacer","0.383"
"098PHiAzqdmqrc3rx647XT","dancehall","Raske Penge","0.719","[{""N"":""0.773""},{""N"":""0.719""}]","Original Bang Ding","0.773"
"7vvN6u8jGQwEFVR61cLStV","anime","ハッカドール","0.975","[{""N"":""0.64""},{""N"":""0.975""}]","Happy Days Refrain","0.64"
"4aszqTKbVDgtoTq2coBT2t","turkish","Mirkelam","0.655","[{""N"":""0.922""},{""N"":""0.655""}]","Tavla","0.922"
"3TAMiM8XFmU9vFd333pgRh","brazil","Novos Baianos","0.495","[{""N"":""0.683""},{""N"":""0.495""}]","Mistério do Planeta","0.683"
"2x6usZA1U6sWdRrlXbbTN5","mpb","Vanessa Da Mata","0.309","[{""N"":""0.563""},{""N"":""0.309""}]","Fotografia","0.563"
"1mChn92DuYhIUpHRowQ9Q9","j-dance","RAM RIDER","0.907","[{""N"":""0.899""},{""N"":""0.907""}]","HELLO","0.899"
"5YkIH5OfujHX7PAAo1Km3R","j-dance","Tokyo Girls' Style","0.887","[{""N"":""0.776""},{""N"":""0.887""}]","ミルフィーユ","0.776"
"467ZFgnPyqTxpxdCt1SYwO","k-pop","Yoon Han","0.137","[{""N"":""0.133""},{""N"":""0.137""}]","Paris","0.133"
"0CrJVibIdsL6mqmYI9R9hc","metalcore","Bring Me The Horizon","0.948","[{""N"":""0.176""},{""N"":""0.948""}]","Seen It All Before","0.176"
"05Uw3uX5jzesUSIF91gWDv","punk","Bad Brains","0.818","[{""N"":""0.0837""},{""N"":""0.818""}]","Sailin' On","0.0837"
"5KKSP3fE9CcV2KcszNYq6X","indian","Sachin-Jigar","0.582","[{""N"":""0.306""},{""N"":""0.582""}]","Teri Justajoo - Saaware","0.306"
"2LeKFROk4McqRXRMy7YR96","comedy","Matt Kirshen","0.879","[{""N"":""0.51""},{""N"":""0.879""}]","Cow Kissing","0.51"
"7hZuICN5eaCuQyp443RCt6","sleep","Taylor Swift","0.47","[{""N"":""0.102""},{""N"":""0.47""}]","Dear John","0.102"
"7hPcf3VTOPn7znQGjJGmQG","idm","Apparat","0.865","[{""N"":""0.08""},{""N"":""0.865""}]","Ash/Black Veil","0.08"
"5NmL2zxnlt9GiTB2TQbvFM","pop-film","Various Artists","0.94","[{""N"":""0.489""},{""N"":""0.94""}]","8 Mile","0.489"
"3lCkFbgYEemC0IRPARkVMV","hardcore","Black Flag","0.487","[{""N"":""0.17""},{""N"":""0.487""}]","Modern Man","0.17"
"5dNTgejzqUITrZUy08EnaO","reggae","Glen Washington","0.637","[{""N"":""0.818""},{""N"":""0.637""}]","Strangers in the Night","0.818"
"2pwdgph51JIwFkhmvZdgAn","sad","Manchester Orchestra","0.299","[{""N"":""0.0608""},{""N"":""0.299""}]","I Can Feel a Hot One","0.0608"
"0DJRTe7wazXFl2UUYxWWgN","new-age","Lex van Someren","0.127","[{""N"":""0.0369""},{""N"":""0.127""}]","Mystical Return","0.0369"
"3mM14WXoPaLRjjkmxHe99L","country","Loretta Lynn","0.354","[{""N"":""0.635""},{""N"":""0.354""}]","Coal Miner's Daughter - Single Version","0.635"
"6GO5HdKsYmqUCgAnHkqPcU","iranian","Ebi","0.264","[{""N"":""0.199""},{""N"":""0.264""}]","Kee Ashkato Pak Mikoneh","0.199"
"05hUxQLoNCBj4bcczZfz8a","j-pop","MISIA","0.578","[{""N"":""0.322""},{""N"":""0.578""}]","逢いたくていま","0.322"
"3dtyzMprDU10ZgnxYXYwui","blues","B.B. King","0.743","[{""N"":""0.793""},{""N"":""0.743""}]","Playin' With My Friends","0.793"
"1DWbTRHEL2x9sZmdagh2Su","acoustic","Adele","0.353","[{""N"":""0.181""},{""N"":""0.353""}]","Hometown Glory (Live at Hotel Cafe)","0.181"
"7nTwlmrw5dRthSvSTmCsKa","classical","Guillaume Dufay","0.117","[{""N"":""0.108""},{""N"":""0.117""}]","""Isorhythmic Motets: Apostolo glorioso - Cum tua doctrina - Andreas, Christi famulus""","0.108"
"2f29d861riysemnqevEmTX","show-tunes","Soundtrack/Cast Album","0.48","[{""N"":""0.55""},{""N"":""0.48""}]","Feed Me (Git It!)","0.55"
"4eHbdreAnSOrDDsFfc4Fpm","sad","Whitney Houston","0.214","[{""N"":""0.11""},{""N"":""0.214""}]","I Will Always Love You","0.11"
"5gSFJq49KEZ3RzbBt3Wx0j","chicago-house","Hithouse","0.898","[{""N"":""0.438""},{""N"":""0.898""}]","Jack to the Sound of the Underground 2012 - Addy van der Zwan & Jerry Beke Mix","0.438"
"6vzUQ0KdcmOY5grtYvBXnr","j-idol","Kalafina","0.829","[{""N"":""0.319""},{""N"":""0.829""}]","oblivious","0.319"
"1Bmmz4yf2Tmw62cZVnERVi","gospel","Kirk Franklin","0.433","[{""N"":""0.189""},{""N"":""0.433""}]","He'll Take The Pain Away","0.189"
"7in46wlBseKBTcLi6lyhF9","club","LMFAO","0.851","[{""N"":""0.822""},{""N"":""0.851""}]","Sexy And I Know It","0.822"
"3y9cCbnBn0zjkJa2YkOj70","pop","Nicki Minaj","0.588","[{""N"":""0.249""},{""N"":""0.588""}]","Black Barbies","0.249"
"0ShNbSPyKaVhHJVWlXMgyO","gospel","Marvin Sapp","0.963","[{""N"":""0.374""},{""N"":""0.963""}]","Teach My Hands To War","0.374"
"4TPosp2RxmLl8Njv4HPnOE","holidays","Bobby Helms","0.521","[{""N"":""0.675""},{""N"":""0.521""}]","Jingle Bells","0.675"
"65n5737O8JVOzgy8wQawyi","romance","Justin Bieber","0.521","[{""N"":""0.17""},{""N"":""0.521""}]","All That Matters","0.17"
"65MY7lchjvHZqkwZS2Racj","k-pop","J-Dogg","0.696","[{""N"":""0.867""},{""N"":""0.696""}]","Good Woman","0.867"
