"id","genre","artist_name","energy","mood_vec","track_name","valence"
"50xvGsnNmO3k5EtaUBXRRr","spanish","Sin Bandera","0.303","[{""N"":""0.354""},{""N"":""0.303""}]","Suelta Mi Mano","0.354"
"2mJ4mkOHRqtEWL8YvI514L","idm","µ-Ziq","0.917","[{""N"":""0.323""},{""N"":""0.917""}]","The Motorbike Track","0.323"
"1ZPsdTkzhDeHjA5c2Rnt2I","reggae","Ziggy Marley","0.458","[{""N"":""0.874""},{""N"":""0.458""}]","Beach In Hawaii","0.874"
"3ggc70INCVlv5e2481tX85","piano","Jean-Yves Thibaudet","0.017","[{""N"":""0.0342""},{""N"":""0.017""}]","""End Credits - From """"Pride & Prejudice"""" Soundtrack""","0.0342"
"5JEyMbmqdPeD7FlyLv3fGp","club","Zedd","0.781","[{""N"":""0.176""},{""N"":""0.781""}]","Clarity","0.176"
"0gGjq7TPqnLPkP67lY4AOY","dub","Modestep","0.884","[{""N"":""0.118""},{""N"":""0.884""}]","Show Me A Sign","0.118"
"72avKXjk0UTESGbVsxmjwG","piano","Franz Liszt","0.0058","[{""N"":""0.0395""},{""N"":""0.0058""}]","""Consolations, S172/R12: No. 2. Un poco piu mosso""","0.0395"
"1j5i8qd1PkSQAGM5zyonJC","brazil","Raul Seixas","0.549","[{""N"":""0.826""},{""N"":""0.549""}]","Ouro De Tolo","0.826"
"4WmS1ZuledEAlrpJv1E22s","hip-hop","G-Eazy","0.565","[{""N"":""0.207""},{""N"":""0.565""}]","Remember You (feat. blackbear)","0.207"
"4qJm6hIBf3UUg9j38cgA5X","idm","Autechre","0.191","[{""N"":""0.307""},{""N"":""0.191""}]","pt2ph8","0.307"
"363OW0OpNxHRPMCJXQ9Ymo","movies","Various Artists","0.159","[{""N"":""0.376""},{""N"":""0.159""}]","Daughter's Lament","0.376"
"2WusLfavHv72u8EYwpwTG3","industrial","Front 242","0.648","[{""N"":""0.766""},{""N"":""0.648""}]","U-Men - Live","0.766"
"1fB0TwtYMJApXKGWNUvb5r","malay","Jamal Abdillah","0.455","[{""N"":""0.364""},{""N"":""0.455""}]","Kehebatan Cinta","0.364"
"7FwsJLYnRNboaN7suQQePz","dub","Dillon Francis","0.93","[{""N"":""0.13""},{""N"":""0.93""}]","I.D.G.A.F.O.S.","0.13"
"3rPYJR69owntNXr9h3NTRK","salsa","Willie Colón","0.744","[{""N"":""0.699""},{""N"":""0.744""}]","El Titan","0.699"
"6dDuP1vwKdGFToOwkCesOk","french","Noir Désir","0.923","[{""N"":""0.651""},{""N"":""0.923""}]","L'homme pressé","0.651"
"1h50o91kfmn1AgHymi33KC","j-rock","BOOM BOOM SATELLITES","0.961","[{""N"":""0.351""},{""N"":""0.961""}]","WHAT GOES ROUND COMES AROUND","0.351"
"5Qzx9MowI8QSc7E7sxbAc6","turkish","Various Artists","0.471","[{""N"":""0.157""},{""N"":""0.471""}]","Yanibasimdan","0.157"
"75a5fcQSduYyC93gXtgGhk","disney","Various Artists","0.874","[{""N"":""0.715""},{""N"":""0.874""}]","Like Me","0.715"
"56QCGK2tyUmlma8k94zLal","summer","Swedish House Mafia","0.936","[{""N"":""0.653""},{""N"":""0.936""}]","Miami 2 Ibiza","0.653"
"6gssdPZ62SE1cZ5HbUFbz0","soul","James Brown","0.811","[{""N"":""0.926""},{""N"":""0.811""}]","Super Bad","0.926"
"3RT4RYbwP0PagmsOnz0RiQ","swedish","kent","0.672","[{""N"":""0.155""},{""N"":""0.672""}]","Columbus","0.155"
"1JznMnnZkKopuESpE05U6Y","power-pop","Waxwings","0.636","[{""N"":""0.217""},{""N"":""0.636""}]","Almost All Day","0.217"
"1J1652IYffjsg8Rhrzm1rJ","samba","Various Artists","0.548","[{""N"":""0.911""},{""N"":""0.548""}]","Menina Moça","0.911"
"3ZOB7Hx5GA1fSmRO6i1jpR","post-dubstep","Various Artists","0.482","[{""N"":""0.815""},{""N"":""0.482""}]","Under the Alps","0.815"
"6PpR4UJF2oaXQn2ycp7Fl3","romance","P!nk","0.886","[{""N"":""0.682""},{""N"":""0.886""}]","There You Go","0.682"
"7E8CTZZ7TvoRNEayjo8vS7","acoustic","Håkan Hellström","0.618","[{""N"":""0.27""},{""N"":""0.618""}]","Jag vet vilken dy hon varit i","0.27"
"7EDtpBZsS6JPUc36NAn7SO","drum-and-bass","Mattix","0.888","[{""N"":""0.101""},{""N"":""0.888""}]","Rising Up","0.101"
"3SUBbzZvcnPHni5hjctzoD","grindcore","Cattle Decapitation","0.992","[{""N"":""0.0328""},{""N"":""0.992""}]","Intro To Carnage","0.0328"
"1HORbXh5bVx8zO1iHXeicg","post-dubstep","Various Artists","0.773","[{""N"":""0.0331""},{""N"":""0.773""}]","Someone - Breakage Remix","0.0331"
"4tmjr8494NsK3GyfZ5SCaW","new-age","Isgaard","0.717","[{""N"":""0.224""},{""N"":""0.717""}]","Anima","0.224"
"2vTPWWm2Lgc6kI6a3Z3uXY","house","Britney Spears","0.816","[{""N"":""0.85""},{""N"":""0.816""}]","Work B**ch","0.85"
"36PQh1G6h7n9VWB799fXpI","indie","Real Estate","0.894","[{""N"":""0.572""},{""N"":""0.894""}]","Darling","0.572"
"6GlmVGbluge6U1gPignowf","dubstep","Skream","0.517","[{""N"":""0.134""},{""N"":""0.517""}]","Midnight Request Line","0.134"
"0BRETWVsgLUOyuw1GQdhiG","funk","The Meters","0.61","[{""N"":""0.975""},{""N"":""0.61""}]","Fire on the Bayou","0.975"
"740Au2frGDk4QcTm8xtAph","british","Coldplay","0.91","[{""N"":""0.293""},{""N"":""0.91""}]","Life in Technicolor ii","0.293"
"1qBLtdOv2zTzq0tkc6Vy6t","indie","Two Door Cinema Club","0.784","[{""N"":""0.726""},{""N"":""0.784""}]","Are We Ready? (Wreck)","0.726"
"3G6hD9B2ZHOsgf4WfNu7X1","summer","Lorde","0.578","[{""N"":""0.416""},{""N"":""0.578""}]","Team","0.416"
"48O6kz322Dzu1R6Al5147q","alternative","Taking Back Sunday","0.837","[{""N"":""0.432""},{""N"":""0.837""}]","MakeDamnSure","0.432"
"6SDL8459MUpkQ4BElyV1a4","electronic","Charli XCX","0.772","[{""N"":""0.364""},{""N"":""0.772""}]","You're the One","0.364"
"2tW2Kn1IGFFVfRVnQE2UaQ","electro","Ivan Gough","0.831","[{""N"":""0.376""},{""N"":""0.831""}]","In My Mind (feat. Georgi Kay) - Axwell Radio Edit","0.376"
"2qy6RvXurpXtXlPE7cBc2p","pop-film","Various Artists","0.45","[{""N"":""0.825""},{""N"":""0.45""}]","Son Of A Preacher Man","0.825"
"7Lnd4du5ZNl0K82p5QFi5H","children","Various Artists","0.254","[{""N"":""0.107""},{""N"":""0.254""}]","Under the Stars","0.107"
"4fT0lwTnwXN5Qg5vSPyq0u","country","James Barker Band","0.798","[{""N"":""0.448""},{""N"":""0.798""}]","Chills","0.448"
"6VnPaXSu2yDYGMFONryAur","idm","Tycho","0.343","[{""N"":""0.454""},{""N"":""0.343""}]","Cloud Generator","0.454"
"4qx6KUiBAsuZB9ubcreapu","alternative","alt-J","0.675","[{""N"":""0.276""},{""N"":""0.675""}]","Matilda","0.276"
"5kjyiH6but1t2UDXq15aeS","honky-tonk","Zac Brown Band","0.759","[{""N"":""0.821""},{""N"":""0.759""}]","Toes","0.821"
"3BaF7lOzEgSmnPHLPGeRhC","bluegrass","Nickel Creek","0.707","[{""N"":""0.557""},{""N"":""0.707""}]","Ode To A Butterfly","0.557"
"1t2eIrasfNIobZqqDqcjTi","power-pop","Various Artists","0.888","[{""N"":""0.672""},{""N"":""0.888""}]","Telescope","0.672"
"4qoD4IJbbir3hsAu4IowiG","goth","The Civil Wars","0.349","[{""N"":""0.303""},{""N"":""0.349""}]","Devil's Backbone","0.303"
"1YN9a33L6d14qkK9MYJmsq","forro","Falamansa","0.613","[{""N"":""0.875""},{""N"":""0.613""}]","Forró de Tóquio","0.875"
"59mA71ttclTLrO5Nsa7QUd","dancehall","Konshens","0.824","[{""N"":""0.756""},{""N"":""0.824""}]","We No Worry 'bout Them","0.756"
"1UUHZEZLRkeM9ocX4x2bix","anime","Prizmmy☆","0.807","[{""N"":""0.461""},{""N"":""0.807""}]","Best Friend - Live ver.","0.461"
"1W9Znr8d8P9HVWRVO97XPG","metalcore","Motionless In White","0.99","[{""N"":""0.0341""},{""N"":""0.99""}]","Black Damask (The Fog)","0.0341"
"2K4eauC2pM5C9KaQNBHxeU","gospel","Mary Mary","0.754","[{""N"":""0.121""},{""N"":""0.754""}]","Sitting With Me","0.121"
"6jJZb7SAHoQW4JQEE36df0","dubstep","Hadouken!","0.902","[{""N"":""0.133""},{""N"":""0.902""}]","Levitate (Koven Remix)","0.133"
"04tLURK7jsgBTThaesoF2A","hardstyle","Wildstylez","0.956","[{""N"":""0.247""},{""N"":""0.956""}]","True Rebel Freedom (Defqon.1 Australia Anthem 2012)","0.247"
"1jhtxc7ON8ZzgvWGPwWXUN","indie","King Krule","0.331","[{""N"":""0.09""},{""N"":""0.331""}]","Baby Blue","0.09"
"0zNdXKHJRkc22P2mNpaWLU","trance","Dash Berlin","0.884","[{""N"":""0.649""},{""N"":""0.884""}]","Go It Alone","0.649"
"5W96YIiSnFU2GQUd9MIH9F","hardstyle","Tatanka","0.897","[{""N"":""0.28""},{""N"":""0.897""}]","Shine Again - Video Edit","0.28"
"4B0JvthVoAAuygILe3n4Bs","pop","Justin Bieber","0.567","[{""N"":""0.793""},{""N"":""0.567""}]","What Do You Mean?","0.793"
"2KhtB6afrpuRDLR9kH4Twp","french","Jacques Brel","0.441","[{""N"":""0.272""},{""N"":""0.441""}]","""Le diable """"ça va""""""","0.272"
"4a9kGbaW3klAdEHsx7Q3jQ","disney","Various Artists","0.882","[{""N"":""0.427""},{""N"":""0.882""}]","Brand New Day","0.427"
"1sQlOLxzMpEV5N024T0BKI","deep-house","Morgan Avenue","0.794","[{""N"":""0.0502""},{""N"":""0.794""}]","The Serve - Original Mix","0.0502"
"4Ouhoi2lAhrLJKFzUqEzwl","sleep","Lana Del Rey","0.626","[{""N"":""0.379""},{""N"":""0.626""}]","Born To Die","0.379"
"0PqzDOCkjPabANqGEMSdyn","malay","Peterpan","0.303","[{""N"":""0.14""},{""N"":""0.303""}]","Semua Tentang Kita","0.14"
"22TZDc50UxddcIDB8ypWlu","breakbeat","Krafty Kuts","0.802","[{""N"":""0.908""},{""N"":""0.802""}]","Bring Back The Funk","0.908"
"6C6xlP5zYRhYSNI5ORl6Wd","afrobeat","Wizkid","0.799","[{""N"":""0.925""},{""N"":""0.799""}]","Don't Dull","0.925"
"0CKba2KBPP9TFbh5Nf8i4P","honky-tonk","Rascal Flatts","0.824","[{""N"":""0.623""},{""N"":""0.824""}]","Fast Cars And Freedom","0.623"
"5OprIO7jAo89hAeX5lpI2w","afrobeat","King Sunny Ade","0.544","[{""N"":""0.963""},{""N"":""0.544""}]","Yoruba","0.963"
"2bDLTMtjQwVryomtX6hG4P","jazz","Emily Saunders","0.567","[{""N"":""0.535""},{""N"":""0.567""}]","Summer Days","0.535"
"0fdP8sucoa58DWx8Rtnamq","tango","Juan D'Arienzo","0.126","[{""N"":""0.525""},{""N"":""0.126""}]","Don Esteban","0.525"
"7tqG3RAo8h9pHxCJFn7bZb","synth-pop","Empire of the Sun","0.882","[{""N"":""0.388""},{""N"":""0.882""}]","Alive","0.388"
"4T2SmVJPtDdugk5j5xV1d5","acoustic","Lifehouse","0.428","[{""N"":""0.363""},{""N"":""0.428""}]","You And Me","0.363"
"4vvSnLAQ2wtPFdb66zRZb7","dance","Carly Rae Jepsen","0.625","[{""N"":""0.132""},{""N"":""0.625""}]","Run Away With Me - Cyril Hahn Remix","0.132"
"38510fWvtOkrFjg2EDkJtT","new-release","DNCE","0.777","[{""N"":""0.812""},{""N"":""0.777""}]","Toothbrush","0.812"
"1m1lMBFsQmFHNEceXYHL0K","disney","Various Artists","0.863","[{""N"":""0.677""},{""N"":""0.863""}]","Son of Man","0.677"
"5SfmCnSVi6LA2QNUlwTQ6n","trance","Petibonum","0.695","[{""N"":""0.572""},{""N"":""0.695""}]","Once Upon A Time - Original Mix","0.572"
"5l6hpyTGBK0LAAxgPnqTQL","sad","The Fray","0.592","[{""N"":""0.283""},{""N"":""0.592""}]","Look After You","0.283"
"6iXKUrQatFwEaeBrqCVtuQ","hardstyle","Frontliner","0.871","[{""N"":""0.492""},{""N"":""0.871""}]","Time","0.492"
"16cMQI1Z2zGbD37o6h7Zks","new-release","Seinabo Sey","0.529","[{""N"":""0.387""},{""N"":""0.529""}]","Easy","0.387"
"6JNJERZGJwDVgkmbohBw7u","groove","Laura Branigan","0.686","[{""N"":""0.778""},{""N"":""0.686""}]","Self Control","0.778"
"6Ao8amwi1M2qsYeRP7OLcq","industrial","Assemblage 23","0.759","[{""N"":""0.235""},{""N"":""0.759""}]","Alone Again","0.235"
"0qcr5FMsEO85NAQjrlDRKo","rainy-day","Various Artists","0.485","[{""N"":""0.371""},{""N"":""0.485""}]","""Let It Go - From """"Frozen""""/Soundtrack Version""","0.371"
"0xIVvRmjztR1AwuHrkhH41","children","Avicii","0.785","[{""N"":""0.303""},{""N"":""0.785""}]","Addicted To You","0.303"
"1c1Mul1Beo1LL9vE4SQps9","reggaeton","Baby Rasta & Gringo","0.693","[{""N"":""0.858""},{""N"":""0.693""}]","Me Niegas","0.858"
"15zUyQPa91SOSeBf3w4ofr","new-age","Enigma","0.691","[{""N"":""0.302""},{""N"":""0.691""}]","The Eyes Of Truth","0.302"
"19iHGyR8TNxa6494Q5Kg2I","j-rock","tricot","0.974","[{""N"":""0.491""},{""N"":""0.974""}]","TOKYO VAMPIRE HOTEL","0.491"
"4ofdytqu3wEK9wikkA9JDY","new-age","Australis","0.375","[{""N"":""0.145""},{""N"":""0.375""}]","The Sound of Hope","0.145"
"7ec55GDkRIBmsI8XKrG1lu","british","Pulp","0.932","[{""N"":""0.55""},{""N"":""0.932""}]","Disco 2000","0.55"
"1XZmN1nztvMvq6fdZ5SWMe","disney","Various Artists","0.666","[{""N"":""0.716""},{""N"":""0.666""}]","""Upendi (From """"The Lion King 2 Simba’s Pride"""") - From """"The Lion King II: Simba's Pride""""/Soundtrack Version""","0.716"
"1qlRSRaD3Hb5lfzcAs0Ev1","metal-misc","Various Artists","0.524","[{""N"":""0.144""},{""N"":""0.524""}]","Carrie - Single Version","0.144"
"2VELFrfgv17IsviuYAT9DI","reggaeton","Nicky Jam","0.755","[{""N"":""0.917""},{""N"":""0.755""}]","Piensas en Mi - Remix","0.917"
"23OXdR7YuUBVWh5hSnYJau","rock","Twenty One Pilots","0.674","[{""N"":""0.315""},{""N"":""0.674""}]","Chlorine","0.315"
"0EqvSj5OJiCqytaCtKJEmp","guitar","Rush","0.93","[{""N"":""0.104""},{""N"":""0.93""}]","2112 (Overture) - Live","0.104"
"4P73qgh9VA1S9Hct6VhLI4","show-tunes","Various Artists","0.0719","[{""N"":""0.148""},{""N"":""0.0719""}]","""Feed The Birds (Tuppence A Bag) - From """"Mary Poppins""""/Soundtrack Version""","0.148"
"0waPIgxlioI0HVVOpSTr1P","jazz","Fats Waller","0.215","[{""N"":""0.742""},{""N"":""0.215""}]","Handful of Keys - Remastered 2000","0.742"
"233N4WwgPBme5byY33723f","death-metal","Pestilence","0.976","[{""N"":""0.204""},{""N"":""0.976""}]","Twisted Truth","0.204"
"1fIg2xMn1xYlmiRKGULcEy","classical","Edvard Grieg","0.0265","[{""N"":""0.209""},{""N"":""0.0265""}]","""Lyric Pieces, Book 1, Op. 12: Vektersang (Watchman's Song)""","0.209"
"1JdKvqbpsthueWmwmqRPbb","black-metal","Gehenna","0.942","[{""N"":""0.191""},{""N"":""0.942""}]","Vinterriket","0.191"
"12EAAumVhkvekcgUl7dwAa","bluegrass","Yonder Mountain String Band","0.876","[{""N"":""0.643""},{""N"":""0.876""}]","Criminal","0.643"
"6mObvBogGJSVqKOp8RNebE","k-pop","Shin Goeun","0.174","[{""N"":""0.31""},{""N"":""0.174""}]","Love pop (Acoustic ver.)","0.31"
"3kBV6iIyeT5SCvGcVyg4pJ","heavy-metal","Cannibal Corpse","0.997","[{""N"":""0.0567""},{""N"":""0.997""}]","Kill or Become","0.0567"
"5lA3pwMkBdd24StM90QrNR","disco","Michael Jackson","0.816","[{""N"":""0.961""},{""N"":""0.816""}]","P.Y.T. (Pretty Young Thing)","0.961"
"1Er5JMNcguoBMFXxwZ7BWH","indie-pop","Fleet Foxes","0.534","[{""N"":""0.649""},{""N"":""0.534""}]","White Winter Hymnal","0.649"
"5Q7cE6wGHMehLFo2ppkk5D","happy","Blondie","0.872","[{""N"":""0.834""},{""N"":""0.872""}]","One Way Or Another","0.834"
"1kN9UiyOSRVCrSc49ft0lp","sleep","Justin Bieber","0.307","[{""N"":""0.428""},{""N"":""0.307""}]","As Long As You Love Me - Acoustic Version","0.428"
"0f5InDjkitKRqr5goDmCE3","industrial","Skinny Puppy","0.732","[{""N"":""0.779""},{""N"":""0.732""}]","Far Too Frail","0.779"
"6kIBQbq67V9xsUXGyVsOz0","dancehall","Various Artists","0.76","[{""N"":""0.849""},{""N"":""0.76""}]","Live We Life","0.849"
"7wz9sFeyf7bcRHK0xoNFKp","idm","edIT","0.524","[{""N"":""0.168""},{""N"":""0.524""}]","Ants","0.168"
"4PFiLGx8jAzcAJxwPLUeZ9","soul","Otis Redding","0.275","[{""N"":""0.31""},{""N"":""0.275""}]","Cigarettes and Coffee","0.31"
"6nek1Nin9q48AVZcWs9e9D","british","Coldplay","0.585","[{""N"":""0.212""},{""N"":""0.585""}]","Paradise","0.212"
"6hqt1z34Oz0OZtSfy62OFD","rock","Sum 41","0.935","[{""N"":""0.658""},{""N"":""0.935""}]","The Hell Song","0.658"
"0oCPY5c9SJdvNryT9sj3R9","opera","Andrea Bocelli","0.337","[{""N"":""0.103""},{""N"":""0.337""}]","""Andrea Chénier / Act 4: Vicino a te s'acqueta - Live At Central Park, New York/2011""","0.103"
"5iYAoPnkgaeg6IKIRKBaUN","drum-and-bass","Various Artists","0.922","[{""N"":""0.221""},{""N"":""0.922""}]","Stand Up - Sigma Remix","0.221"
"1c7UYTut2SBOPq64o2t0uN","guitar","John Mayer","0.639","[{""N"":""0.369""},{""N"":""0.639""}]","Why Georgia","0.369"
"1BKTC2TMUJ11nUxvrzTwfy","j-rock","MASS OF THE FERMENTING DREGS","0.985","[{""N"":""0.236""},{""N"":""0.985""}]","ゼロコンマ、色とりどりの世界","0.236"
"6WYKcmVxLW4qHGdRUMjgSe","forro","Baião D4 / Rastapé","0.458","[{""N"":""0.709""},{""N"":""0.458""}]","Colo de Menina","0.709"
"16wFwAryftSe5gOZKl7Sg9","chicago-house","Various Artists","0.873","[{""N"":""0.798""},{""N"":""0.873""}]","Set It Out - Long Version","0.798"
"2VHeGMakltOZolXDbvVdSw","blues","Muddy Waters","0.483","[{""N"":""0.633""},{""N"":""0.483""}]","She's Nineteen Years Old","0.633"
"1vmC8hoYpdM6KyeFVBT75Z","black-metal","Carpathian Forest","0.856","[{""N"":""0.298""},{""N"":""0.856""}]","In League With Satan","0.298"
"77IUroSqPkqyWUrAaCHmCP","minimal-techno","Hauk 'n Baum","0.654","[{""N"":""0.29""},{""N"":""0.654""}]","Welmoed","0.29"
"2CAKBNfl7WakeJLWVSxamQ","piano","Paul Cardall","0.0126","[{""N"":""0.192""},{""N"":""0.0126""}]","""Come, Follow Me""","0.192"
"0g5m1UJVMWQkNjZk1suW4s","spanish","Selena","0.805","[{""N"":""0.922""},{""N"":""0.805""}]","La Llamada - 1993 Version","0.922"
"3eynqNv5q3oJmYXFvUZeV0","sertanejo","Rionegro & Solimões","0.709","[{""N"":""0.942""},{""N"":""0.709""}]","Miserenta","0.942"
"5mVt55yfKXh5bWfm6teGEV","j-idol","BiSH","0.922","[{""N"":""0.312""},{""N"":""0.922""}]","本当本気","0.312"
"6BGa0jIrAeiymnmUNacjGu","soul","Maxwell","0.683","[{""N"":""0.53""},{""N"":""0.683""}]","Love You","0.53"
"0SdVlDVv1NALu5fUniTXRy","malay","Carefree","0.559","[{""N"":""0.396""},{""N"":""0.559""}]","Rindu Bayangan","0.396"
"38LsAlGjP4T3c4CV7w0LsF","singer-songwriter","Leonard Cohen","0.318","[{""N"":""0.559""},{""N"":""0.318""}]","I'm Your Man","0.559"
"6I1HRAkeErdwrOJIfRrfIO","acoustic","Dashboard Confessional","0.82","[{""N"":""0.219""},{""N"":""0.82""}]","Hands Down","0.219"
"3VGA6JpyTEqrE0aKsouToJ","indie","Rostam","0.358","[{""N"":""0.362""},{""N"":""0.358""}]","Gwan","0.362"
"5VFzIzR8nACf9Bad4O73f6","acoustic","Johnny Cash","0.292","[{""N"":""0.157""},{""N"":""0.292""}]","Hurt","0.157"
"2WyRshbKvu52Guo51xBjTf","black-metal","1349","0.997","[{""N"":""0.0365""},{""N"":""0.997""}]","Sculptor Of Flesh","0.0365"
"71c5Jb38fgukgKSCGL6zpt","electro","Die Antwoord","0.753","[{""N"":""0.48""},{""N"":""0.753""}]","I Fink U Freeky","0.48"
"4riBSYepUdyvrsm812fLqi","trance","Various Artists","0.798","[{""N"":""0.1""},{""N"":""0.798""}]","Bittersweet Nightshade - Markus Schulz Return to Coldharbour Remix","0.1"
"2z9G4b9QjlwlCx2Pkwl6Lc","comedy","Joe Rogan","0.929","[{""N"":""0.495""},{""N"":""0.929""}]","""I Didn't Come From a Monkey, I Came From Jesus/Evolution""","0.495"
"43RV4Hl8G0mxe0BbA55p0i","power-pop","Badfinger","0.504","[{""N"":""0.363""},{""N"":""0.504""}]","Day After Day","0.363"
"2vhWXOBSbSxpONUmV89gQr","anime","Luna Haruna","0.917","[{""N"":""0.639""},{""N"":""0.917""}]","君色シグナル","0.639"
"1hWYT0w2R0J19rlVkiez7X","party","Lupe Fiasco","0.811","[{""N"":""0.494""},{""N"":""0.811""}]","Battle Scars (with Guy Sebastian)","0.494"
"4iG2gAwKXsOcijVaVXzRPW","synth-pop","MGMT","0.94","[{""N"":""0.421""},{""N"":""0.94""}]","Time to Pretend","0.421"
"0qNrKrghOyGtoXzjGBc14a","songwriter","Tom Petty and the Heartbreakers","0.638","[{""N"":""0.965""},{""N"":""0.638""}]","I Won't Back Down","0.965"
"2XQSgmtEY2titXhfY414dy","idm","Boards of Canada","0.521","[{""N"":""0.118""},{""N"":""0.521""}]","Roygbiv","0.118"
"1B13XEZQvNdjVIW5jJCrCy","detroit-techno","Model 500","0.327","[{""N"":""0.964""},{""N"":""0.327""}]","The Flow - G-Funk Mix","0.964"
"3eBF3zNJKv6ibhd9VlXkLx","detroit-techno","Drexciya","0.628","[{""N"":""0.621""},{""N"":""0.628""}]","Dead Man's Reef","0.621"
"5nNmj1cLH3r4aA4XDJ2bgY","disco","""Earth, Wind & Fire""","0.809","[{""N"":""0.98""},{""N"":""0.809""}]","September","0.98"
"3i3GeK0qLQybu4ah42YmCY","happy","Santana","0.924","[{""N"":""0.96""},{""N"":""0.924""}]","Smooth (feat. Rob Thomas)","0.96"
"4uDPo1KjluMUZ6F15zp4n9","funk","Rufus & Chaka Khan","0.736","[{""N"":""0.91""},{""N"":""0.736""}]","Dance Wit Me","0.91"
"70ltAzp2FmcWD2gj2hUMvi","black-metal","Satyricon","0.967","[{""N"":""0.0387""},{""N"":""0.967""}]","Skyggedans","0.0387"
"3HfB5hBU0dmBt8T0iCmH42","grunge","Radiohead","0.344","[{""N"":""0.126""},{""N"":""0.344""}]","Creep","0.126"
"2pHMa8nz26rjjBf2a6wgY8","songwriter","Danny O'Keefe","0.304","[{""N"":""0.336""},{""N"":""0.304""}]","Quits","0.336"
"5qFmtU2b7EvbhFG8NZOffH","sleep","Mayday Parade","0.877","[{""N"":""0.235""},{""N"":""0.877""}]","Stay","0.235"
"70cTMpcgWMcR18t9MRJFjB","children","Black Eyed Peas","0.766","[{""N"":""0.61""},{""N"":""0.766""}]","I Gotta Feeling","0.61"
"46vgbpxYevm9LpCU84S2u0","post-dubstep","Py","0.72","[{""N"":""0.379""},{""N"":""0.72""}]","Blind (feat. Damu)","0.379"
"0yRnPmd1KUtDZzYM0jLPGD","gospel","Ricky Dillard & New G","0.969","[{""N"":""0.269""},{""N"":""0.969""}]","He Turned It","0.269"
"2TNRiYMCgRGrLNYH3sfmQM","grindcore","Napalm Death","0.987","[{""N"":""0.12""},{""N"":""0.987""}]","Finer Truths White Lies","0.12"
"7qMK6mMWnaVzmgZbMkoN6E","j-dance","Sakiko Osawa","0.929","[{""N"":""0.191""},{""N"":""0.929""}]","Zodiac","0.191"
"2ozJxX9FhPl9UWXuzAyZB3","turkish","Various Artists","0.935","[{""N"":""0.616""},{""N"":""0.935""}]","Yüregimle Seviyorum","0.616"
"55Bldp88gOkg2ei45dlMhG","comedy","Mitch Hedberg","0.938","[{""N"":""0.145""},{""N"":""0.938""}]","Sandwiches","0.145"
"3HWxpLKnTlz6jE3Vi5dTF2","alt-rock","Wilco","0.536","[{""N"":""0.429""},{""N"":""0.536""}]","I Am Trying to Break Your Heart","0.429"
"4gElT1qSEwywnIFhNQSpN0","k-pop","Yiruma","0.0872","[{""N"":""0.215""},{""N"":""0.0872""}]","잊혀지는… 잊혀질 시간들","0.215"
"5q2WqwNjp8bt8PNxhTbU8H","songwriter","David Gray","0.718","[{""N"":""0.176""},{""N"":""0.718""}]","Back in the World","0.176"
"6ICYs37HPIzaqKyJf8kqFN","british","Mumford & Sons","0.475","[{""N"":""0.108""},{""N"":""0.475""}]","Not With Haste","0.108"
"3zZKmF9zCGd8kG4boGHycz","death-metal","Children Of Bodom","0.976","[{""N"":""0.194""},{""N"":""0.976""}]","Living Dead Beat","0.194"
"4nl4nPcIzRwzaqMJ9GTzAU","new-age","Karunesh","0.601","[{""N"":""0.169""},{""N"":""0.601""}]","Call Of The Tribes - Remix","0.169"
"0KZt1g5kiofhQypH13qlNq","house","David Guetta","0.982","[{""N"":""0.364""},{""N"":""0.982""}]","Metropolis","0.364"
"1qnv48LNKU0IT0i8PuizR1","dancehall","Damian Marley","0.877","[{""N"":""0.673""},{""N"":""0.877""}]","Set Up Shop","0.673"
"4UG962ViiLqoUyx0RjCcwP","latin","Bad Bunny","0.454","[{""N"":""0.276""},{""N"":""0.454""}]","""Soy Peor Remix (feat. J Balvin, Ozuna & Arcangel)""","0.276"
"1Y6S6ixfjnNQqvWvW5eTda","world-music","Pham duc Thanh","0.265","[{""N"":""0.379""},{""N"":""0.265""}]","Work Song","0.379"
"4ze4eAFojKY9e3QT6xNRNZ","r-n-b","H.E.R.","0.343","[{""N"":""0.333""},{""N"":""0.343""}]","Pigment","0.333"
"6JrH6GWI1tQi4FPFoEcuA6","deep-house","DAVID AUGUST","0.598","[{""N"":""0.142""},{""N"":""0.598""}]","Epikur","0.142"
"1hKdDCpiI9mqz1jVHRKG0E","hard-rock","Metallica","0.824","[{""N"":""0.635""},{""N"":""0.824""}]","Enter Sandman","0.635"
"3vuUhwFljjs55iJNVQSoYb","world-music","Os Mutantes","0.307","[{""N"":""0.61""},{""N"":""0.307""}]","Baby - 1971","0.61"
"1TjDtVkFnLdgEPrTKmOthj","garage","MJ Cole","0.52","[{""N"":""0.899""},{""N"":""0.52""}]","Attitude","0.899"
"4bNmCeLmJBqIcO2xzqbpU4","opera","Various Artists","0.23","[{""N"":""0.176""},{""N"":""0.23""}]","""Mozart: Le nozze di Figaro, K. 492, Act 2: """"Voi, che sapete che cosa è amor"""" (Cherubino)""","0.176"
"1x2zQ4k5dK0oLI2cPnxuq3","bluegrass","Bill Monroe & His Blue Grass Boys","0.365","[{""N"":""0.729""},{""N"":""0.365""}]","Brakeman's Blues","0.729"
